Protein	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722142047.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722202358.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722153152.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722213505.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722164251.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722224609.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722175352.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722235712.raw
Q9UBB4	Q9UBB4;Q9UBB4-2	ATX10_HUMAN	ATXN10	Ataxin-10	285775	204008	279221	592316	653340	496991	721137	805874	752225	1.08E+06	1.12E+06	1.22E+06
Q9UBB6;Q9UBB6-2;Q9UBB6-3	Q9UBB6;Q9UBB6-2;Q9UBB6-3	NCDN_HUMAN	NCDN	Neurochondrin				223614	361068	275458				384893	456877	354934
Q9UBE0;Q9UBE0-2;Q9UBE0-3	Q9UBE0;Q9UBE0-2;Q9UBE0-3	SAE1_HUMAN	SAE1	SUMO-activating enzyme subunit 1	653455	692032	678780	436300	431987	493486	1.62E+06	1.59E+06	1.56E+06	509889	563212	460436
Q9UBF2	Q9UBF2;Q9UBF2-2	COPG2_HUMAN	COPG2	Coatomer subunit gamma-2	2.68E+06	2.67E+06	2.06E+06	3.95E+06	4.22E+06	4.09E+06	1.83E+06	1.99E+06	2.38E+06	3.74E+06	3.47E+06	3.65E+06
Q9UBI1	Q9UBI1	COMD3_HUMAN	COMMD3	COMM domain-containing protein 3	335516	262116		122540	129829				353595	118673		239997
Q9UBI6	Q9UBI6	GBG12_HUMAN	GNG12	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12	1.42E+07	1.44E+07	1.24E+07	165774	198266	240267	1.04E+07	9.40E+06	1.08E+07	321310	321930	323721
Q9UBM7	Q9UBM7	DHCR7_HUMAN	DHCR7	7-dehydrocholesterol reductase	1.53E+06	1.60E+06	1.30E+06	4.20E+06	4.15E+06	4.13E+06	3.64E+06	3.50E+06	3.78E+06	5.28E+06	4.84E+06	4.71E+06
Q9UBQ0;Q9UBQ0-2	Q9UBQ0;Q9UBQ0-2	VPS29_HUMAN	VPS29	Vacuolar protein sorting-associated protein 29	195960	192973	179894	876010	935863	1.04E+06	188215	227600	153669	1.07E+06	1.14E+06	1.10E+06
Q9UBQ5;Q9UBQ5-2	Q9UBQ5;Q9UBQ5-2	EIF3K_HUMAN	EIF3K	Eukaryotic translation initiation factor 3 subunit K	787523	645103	576130	1.91E+06	1.85E+06	2.00E+06	483439	627552	585755	2.01E+06	1.95E+06	2.15E+06
Q9UBQ7	Q9UBQ7	GRHPR_HUMAN	GRHPR	Glyoxylate reductase/hydroxypyruvate reductase			24723.9	229418	233669	235274				149932	130177	134085
Q9UBS4	Q9UBS4	DJB11_HUMAN	DNAJB11	DnaJ homolog subfamily B member 11	1.19E+06	1.12E+06	1.43E+06	2.22E+06	1.96E+06	2.03E+06	1.24E+06	1.24E+06	1.08E+06	1.61E+06	1.75E+06	1.88E+06
Q9UBT2	Q9UBT2	SAE2_HUMAN	UBA2	SUMO-activating enzyme subunit 2				592108	576604	524191			364158	532814	516774	693853
Q9UBU9	Q9UBU9;Q9UBU9-2	NXF1_HUMAN	NXF1	Nuclear RNA export factor 1	1.41E+06	1.35E+06	1.69E+06	1.31E+06	1.22E+06	1.03E+06	1.27E+06	1.47E+06	1.46E+06	1.13E+06	1.08E+06	1.28E+06
Q9UBV2	Q9UBV2	SE1L1_HUMAN	SEL1L	Protein sel-1 homolog 1				203085	261346	322047		198137		528851	465302	421770
Q9UBV4	Q9UBV4	WNT16_HUMAN	WNT16	Protein Wnt-16	302057										1.21E+06	
Q9UBV7	Q9UBV7	B4GT7_HUMAN	B4GALT7	"Beta-1,4-galactosyltransferase 7"	442312	517242	563546		167023	155876	408361	266062	375222	308608	348412	211262
Q9UBV8	Q9UBV8	PEF1_HUMAN	PEF1	Peflin	535478	592805		1.12E+06	769801	1.16E+06	344752	414401	233397	590608	402411	652662
Q9UBX3;Q9UBX3-2	Q9UBX3;Q9UBX3-2	DIC_HUMAN	SLC25A10	Mitochondrial dicarboxylate carrier	3.19E+06	3.33E+06	3.19E+06	4.87E+06	4.49E+06	4.33E+06	5.80E+06	5.98E+06	6.16E+06	5.22E+06	4.70E+06	4.71E+06
Q9UBZ4	Q9UBZ4	APEX2_HUMAN	APEX2	DNA-(apurinic or apyrimidinic site) lyase 2	859661	704526	687617		395399		489987	509762	496900	542435	510046	
Q9UDR5	Q9UDR5	AASS_HUMAN	AASS	"Alpha-aminoadipic semialdehyde synthase, mitochondrial"			81762.1	336028	276562	253869	406562	296025	311484	426365	410281	477764
Q9UDW1	Q9UDW1;Q9UDW1-2	QCR9_HUMAN	UQCR10	Cytochrome b-c1 complex subunit 9	1.23E+06	1.08E+06	392218	1.39E+06	1.38E+06	1.74E+06	1.64E+06	1.75E+06	1.32E+06	1.53E+06	819355	1.32E+06
Q9UDX5	Q9UDX5;Q9UDX5-2	MTFP1_HUMAN	MTFP1	Mitochondrial fission process protein 1	221812	455761	333239	1.02E+06	818328	1.15E+06	562010	589117	626348	1.05E+06	1.06E+06	912990
Q9UDY2	Q9UDY2;Q9UDY2-2;Q9UDY2-5;Q9UDY2-3;Q9UDY2-4;Q9UDY2-6;Q9UDY2-7	ZO2_HUMAN	TJP2	Tight junction protein ZO-2	5.24E+06	5.12E+06	5.24E+06	126257	343962	157531	3.10E+06	2.94E+06	2.86E+06	267886	307668	283897
Q9UET6;Q9UET6-2	Q9UET6;Q9UET6-2	TRM7_HUMAN	FTSJ1	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase	641261	487289	889810			211679	805571	713155	1.10E+06	286939	357896	156012
Q9UEW8;Q9UEW8-2	Q9UEW8;Q9UEW8-2	STK39_HUMAN	STK39	STE20/SPS1-related proline-alanine-rich protein kinase	411568	463237	321719	366639	431951	459957	1.04E+06	1.08E+06	939947	394386	411754	502864
Q9UEY8;Q9UEY8-2	Q9UEY8;Q9UEY8-2	ADDG_HUMAN	ADD3	Gamma-adducin	1.83E+06	1.78E+06	1.74E+06	993694	858565	961500	1.78E+06	1.66E+06	1.79E+06	1.10E+06	1.09E+06	1.21E+06
Q9UFC0	Q9UFC0	LRWD1_HUMAN	LRWD1	Leucine-rich repeat and WD repeat-containing protein 1				225105	388470		78567.3			350397	325610	175601
Q9UFG5	Q9UFG5	CS025_HUMAN	C19orf25	UPF0449 protein C19orf25		81937.8		500189	481373	550493	191398		164748	576589	779190	650786
Q9UFW8	Q9UFW8	CGBP1_HUMAN	CGGBP1	CGG triplet repeat-binding protein 1			93223.6				384573	427978	294969		148502	116112
Q9UG56;Q9UG56-2	Q9UG56;Q9UG56-2	PISD_HUMAN	PISD	"Phosphatidylserine decarboxylase proenzyme, mitochondrial"		319347	327976	231062		466799		550465	755873		416435	
Q9UG63;Q9UG63-2	Q9UG63;Q9UG63-2	ABCF2_HUMAN	ABCF2	ATP-binding cassette sub-family F member 2	785267	706625	762146	1.30E+06	1.19E+06	1.39E+06	3.15E+06	3.39E+06	3.20E+06	2.29E+06	2.32E+06	2.37E+06
Q9UGI8;Q9UGI8-2	Q9UGI8;Q9UGI8-2	TES_HUMAN	TES	Testin	901440	862057	984751	940566	1.04E+06	1.04E+06	1.77E+06	1.73E+06	1.76E+06	968551	934260	882062
Q9UH62	Q9UH62	ARMX3_HUMAN	ARMCX3	Armadillo repeat-containing X-linked protein 3	2.24E+06	2.24E+06	2.03E+06	641797	645604	681816	1.12E+06	1.14E+06	978650	480724	388472	471228
Q9UH99;Q9UH99-2;Q9UH99-3	Q9UH99;Q9UH99-2;Q9UH99-3	SUN2_HUMAN	SUN2	SUN domain-containing protein 2	1.04E+06	1.30E+06	981891	903348	807718	782284	824283	590750	800020	459765	496430	1.14E+06
Q9UHA4;Q9UHA4-2	Q9UHA4;Q9UHA4-2	LTOR3_HUMAN	LAMTOR3	Ragulator complex protein LAMTOR3	990191	592709	460656	426170	654618		586176	457998	669815	465092	305272	497639
Q9UHB6	Q9UHB6;Q9UHB6-2;Q9UHB6-4;Q9UHB6-5	LIMA1_HUMAN	LIMA1	LIM domain and actin-binding protein 1	3.26E+07	3.22E+07	3.21E+07	221750	239879	223781	2.28E+07	2.28E+07	2.28E+07	504100	514835	506258
Q9UHB6-5	Q9UHB6-4;Q9UHB6-5	LIMA1_HUMAN	LIMA1	Isoform 5 of LIM domain and actin-binding protein 1	2.20E+06	2.09E+06	1.84E+06				1.69E+06	1.71E+06	1.42E+06			
Q9UHB9	Q9UHB9;Q9UHB9-2;Q9UHB9-3;Q9UHB9-4	SRP68_HUMAN	SRP68	Signal recognition particle subunit SRP68	594035	552208	575457	928022	854740	1.18E+06	351718	601695	291049	772330	697609	763581
Q9UHD1	Q9UHD1;Q9UHD1-2	CHRD1_HUMAN	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	3.42E+06	3.53E+06	3.41E+06	2.39E+06	2.56E+06	2.60E+06	1.93E+06		1.80E+06	610630	495933	
Q9UHD8;Q9UHD8-2;Q9UHD8-5;Q9UHD8-7	Q9UHD8;Q9UHD8-2;Q9UHD8-3;Q9UHD8-4;Q9UHD8-5;Q9UHD8-7;Q9UHD8-8;Q9UHD8-9	SEPT9_HUMAN	9-Sep	Septin-9	3.29E+06	3.46E+06	2.92E+06	5.06E+06	4.60E+06	4.38E+06	1.41E+06	1.06E+06	997016	2.41E+06	2.06E+06	2.17E+06
Q9UHG3;Q9UHG3-2	Q9UHG3;Q9UHG3-2	PCYOX_HUMAN	PCYOX1	Prenylcysteine oxidase 1				459861	572510	578042				412296	376080	
Q9UHI6	Q9UHI6	DDX20_HUMAN	DDX20	Probable ATP-dependent RNA helicase DDX20	963102	821396	754646	1.13E+06	1.19E+06	1.10E+06	1.29E+06	1.09E+06	1.37E+06	1.43E+06	1.35E+06	1.48E+06
Q9UHQ9	Q9UHQ9	NB5R1_HUMAN	CYB5R1	NADH-cytochrome b5 reductase 1				544259	459270	446361				393410	457442	499332
Q9UHR6	Q9UHR6	ZNHI2_HUMAN	ZNHIT2	Zinc finger HIT domain-containing protein 2	391974	392486	132390	553270		286845		981227	650240	559692	449629	525384
Q9UHV9	Q9UHV9	PFD2_HUMAN	PFDN2	Prefoldin subunit 2	540413	291747	345219	782370	999492	1.02E+06	133181	265529	533210	762336	627114	825467
Q9UHW5;Q9UHW5-2;Q9UHW5-3	Q9UHW5;Q9UHW5-2;Q9UHW5-3	GPN3_HUMAN	GPN3	GPN-loop GTPase 3	265851	411505	465404			156975	556049	726458	684599	211438		198843
Q9UHX1;Q9UHX1-2;Q9UHX1-3;Q9UHX1-4;Q9UHX1-5;Q9UHX1-6	Q9UHX1;Q9UHX1-2;Q9UHX1-3;Q9UHX1-4;Q9UHX1-5;Q9UHX1-6	PUF60_HUMAN	PUF60	Poly(U)-binding-splicing factor PUF60	414876	453858	460349	485003	416301	443598	401996	439396	338952	637177	446154	400307
Q9UI09;Q9UI09-2	Q9UI09;Q9UI09-2	NDUAC_HUMAN	NDUFA12	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12				233066	258570	188030				121056	71442.6	
Q9UI10;Q9UI10-2;Q9UI10-3	Q9UI10;Q9UI10-2;Q9UI10-3	EI2BD_HUMAN	EIF2B4	Translation initiation factor eIF-2B subunit delta		77629.9		137174		111009	106806	72493.6	63563.4	135063	101597	197775
Q9UI12;Q9UI12-2	Q9UI12;Q9UI12-2	VATH_HUMAN	ATP6V1H	V-type proton ATPase subunit H		64393.9		152760	161664	98130	222557	256590	178715	158524	152812	220602
Q9UI26;Q9UI26-2	Q9UI26;Q9UI26-2	IPO11_HUMAN	IPO11	Importin-11	434914	502107	417849	662794	647618	659787	629528	558926	646552	756513	707116	586731
Q9UI30;Q9UI30-2	Q9UI30;Q9UI30-2	TR112_HUMAN	TRMT112	Multifunctional methyltransferase subunit TRM112-like protein	1.66E+06	1.65E+06	2.47E+06	2.41E+06	2.41E+06	2.31E+06	1.51E+06	1.43E+06	1.47E+06	2.51E+06	2.22E+06	2.05E+06
Q9UIA9	Q9UIA9	XPO7_HUMAN	XPO7	Exportin-7	533133		70473.4	832786	825790	892214	470159	419597	446181	876836	847897	862095
Q9UID3;Q9UID3-2	Q9UID3;Q9UID3-2	VPS51_HUMAN	VPS51	Vacuolar protein sorting-associated protein 51 homolog	139294	280401	269746	286716	295386	324875	224992	143674	238402	323521	287086	299161
Q9UII2;Q9UII2-2;Q9UII2-3	Q9UII2;Q9UII2-2;Q9UII2-3	ATIF1_HUMAN	ATPIF1	"ATPase inhibitor, mitochondrial"				992729	1.02E+06	912916				556464	716380	933180
Q9UIL1;Q9UIL1-2;Q9UIL1-3	Q9UIL1;Q9UIL1-2;Q9UIL1-3	SCOC_HUMAN	SCOC	Short coiled-coil protein	129344	123355		24706.9	149859	290865	134314	200340	274805	187927	158919	128806
Q9UIV1;Q9UIV1-2	Q9UIV1;Q9UIV1-2	CNOT7_HUMAN	CNOT7	CCR4-NOT transcription complex subunit 7	197879	266921	219836	158195	179902	170132	271812	278473	290797	215685	237653	255353
Q9UJC3;Q9UJC3-2	Q9UJC3;Q9UJC3-2	HOOK1_HUMAN	HOOK1	Protein Hook homolog 1	391597	400735	396211	522078	498796	427526	351716	358695	380019	472058	520303	459166
Q9UJC5	Q9UJC5	SH3L2_HUMAN	SH3BGRL2	SH3 domain-binding glutamic acid-rich-like protein 2	1.38E+06	1.30E+06	1.69E+06				751878	1.10E+06	819901			
Q9UJK0	Q9UJK0	TSR3_HUMAN	TSR3	Ribosome biogenesis protein TSR3 homolog	725456	860784	926678	146245	156568		737534	640177	728736	260580	264197	141551
Q9UJS0;Q9UJS0-2	Q9UJS0;Q9UJS0-2	CMC2_HUMAN	SLC25A13	Calcium-binding mitochondrial carrier protein Aralar2	3.25E+06	3.79E+06	3.44E+06	5.57E+06	6.01E+06	5.41E+06	6.06E+06	6.19E+06	5.84E+06	5.83E+06	6.02E+06	6.14E+06
Q9UJU6;Q9UJU6-5	Q9UJU6;Q9UJU6-2;Q9UJU6-3;Q9UJU6-4;Q9UJU6-5;Q9UJU6-6	DBNL_HUMAN	DBNL	Drebrin-like protein	136984	176804	125758	286439	196491	249673	57644.7			240494	192849	201334
Q9UJV9	Q9UJV9	DDX41_HUMAN	DDX41	Probable ATP-dependent RNA helicase DDX41	349530	366333	459937	619199	730973	652186	521167	627055	667866	530599	598279	488436
Q9UJW0	Q9UJW0;Q9UJW0-3	DCTN4_HUMAN	DCTN4	Dynactin subunit 4	6.16E+06	6.22E+06	5.44E+06	739392	792284	676650	3.47E+06	3.39E+06	3.37E+06	598602	593279	672167
Q9UJX2	Q9UJX2;Q9UJX2-2	CDC23_HUMAN	CDC23	Cell division cycle protein 23 homolog				102008			45465.4			128846		81916.6
Q9UJX3;Q9UJX3-2	Q9UJX3;Q9UJX3-2	APC7_HUMAN	ANAPC7	Anaphase-promoting complex subunit 7	394137	279240	259846	263371	292134	279871	481095	407611	293089	467509	451645	432308
Q9UJX4;Q9UJX4-2;Q9UJX4-3	Q9UJX4;Q9UJX4-2;Q9UJX4-3	APC5_HUMAN	ANAPC5	Anaphase-promoting complex subunit 5					538526	563834			366894	520987	558209	576593
Q9UJZ1	Q9UJZ1	STML2_HUMAN	STOML2	"Stomatin-like protein 2, mitochondrial"	1.43E+06	1.21E+06	1.59E+06	3.54E+06	3.80E+06	3.46E+06	1.34E+06	1.27E+06	1.61E+06	2.86E+06	2.77E+06	2.99E+06
Q9UK45	Q9UK45	LSM7_HUMAN	LSM7	U6 snRNA-associated Sm-like protein LSm7			298282	939541	846400	912131		365280		544324	921590	717269
Q9UK61;Q9UK61-2;Q9UK61-3;Q9UK61-4	Q9UK61;Q9UK61-2;Q9UK61-3;Q9UK61-4	TASOR_HUMAN	FAM208A	Protein TASOR	160228	154067	166215		136441	154253	331504	317960	328829	275715	249397	293041
Q9UK97;Q9UK97-2;Q9UK97-3	Q9UK97;Q9UK97-2;Q9UK97-3	FBX9_HUMAN	FBXO9	F-box only protein 9	80579	103303	111603				179618	163821	157441			50096.8
Q9UKA9;Q9UKA9-2;Q9UKA9-3;Q9UKA9-4;Q9UKA9-5;Q9UKA9-6	Q9UKA9;Q9UKA9-2;Q9UKA9-3;Q9UKA9-4;Q9UKA9-5;Q9UKA9-6	PTBP2_HUMAN	PTBP2	Polypyrimidine tract-binding protein 2	3.32E+06	3.81E+06	3.99E+06	2.51E+06	2.13E+06	2.83E+06	2.42E+06	1.99E+06	2.99E+06	2.13E+06	2.23E+06	2.37E+06
Q9UKD2	Q9UKD2	MRT4_HUMAN	MRTO4	mRNA turnover protein 4 homolog	595336	475068		128339			287705		223522	202971	139606	
Q9UKF6	Q9UKF6	CPSF3_HUMAN	CPSF3	Cleavage and polyadenylation specificity factor subunit 3	1.65E+06	1.52E+06	2.56E+06	1.68E+06	2.27E+06	1.94E+06	3.28E+06	1.70E+06	2.71E+06	1.87E+06	1.45E+06	1.62E+06
Q9UKL0	Q9UKL0	RCOR1_HUMAN	RCOR1	REST corepressor 1						275783	581575	697837	521998	346857	515593	
Q9UKM9;Q9UKM9-2	Q9UKM9;Q9UKM9-2	RALY_HUMAN	RALY	RNA-binding protein Raly	805177	988443	1.17E+06	677626	764577	433867				939139	894348	1.12E+06
Q9UKN8	Q9UKN8	TF3C4_HUMAN	GTF3C4	General transcription factor 3C polypeptide 4				120737	145709	83614.6					89799.6	80842.6
Q9UKS6	Q9UKS6	PACN3_HUMAN	PACSIN3	Protein kinase C and casein kinase substrate in neurons protein 3	807367	832892	821204		65695.8		983523	987984	980316	364550	224702	410338
Q9UKV3;Q9UKV3-5	Q9UKV3;Q9UKV3-2;Q9UKV3-3;Q9UKV3-5	ACINU_HUMAN	ACIN1	Apoptotic chromatin condensation inducer in the nucleus	682630	458225	352310	502655	332758	561653	467061	352607	326848	763870	540563	577886
Q9UKX7;Q9UKX7-2	Q9UKX7;Q9UKX7-2	NUP50_HUMAN	NUP50	Nuclear pore complex protein Nup50		245527		638450	579011	532637	1.13E+07	1.07E+07	1.07E+07	4.51E+06	4.00E+06	4.34E+06
Q9UL03;Q9UL03-3	Q9UL03;Q9UL03-3	INT6_HUMAN	INTS6	Integrator complex subunit 6	1.22E+06	1.25E+06	1.04E+06	250930	308197	223127	669148	730098	620636	399608	339228	343592
Q9UL25	Q9UL25	RAB21_HUMAN	RAB21	Ras-related protein Rab-21		747563	558389	712583	889343	913599			367892	823869	761226	716888
Q9UL40;Q9UL40-2;Q9UL40-3	Q9UL40;Q9UL40-2;Q9UL40-3	ZN346_HUMAN	ZNF346	Zinc finger protein 346	148259	153659	124858				238604	299338	315057			
Q9ULH0;Q9ULH0-2;Q9ULH0-3;Q9ULH0-4	Q9ULH0;Q9ULH0-2;Q9ULH0-3;Q9ULH0-4	KDIS_HUMAN	KIDINS220	Kinase D-interacting substrate of 220 kDa	461115	514798	644716	148947	202102		454023	410037	225736	338045	201453	263886
Q9ULJ8-3;Q9ULJ8-5	Q9ULJ8;Q9ULJ8-3;Q9ULJ8-4;Q9ULJ8-5	NEB1_HUMAN	PPP1R9A	Isoform 3 of Neurabin-1	4.60E+06	4.61E+06	4.42E+06				3.38E+06	3.40E+06	3.34E+06	75958.8		
Q9ULK4;Q9ULK4-3;Q9ULK4-4;Q9ULK4-5	Q9ULK4;Q9ULK4-2;Q9ULK4-3;Q9ULK4-4;Q9ULK4-5	MED23_HUMAN	MED23	Mediator of RNA polymerase II transcription subunit 23	205413			567806	435892	336312	474986	353687	371803	590239	623151	634073
Q9ULT8	Q9ULT8	HECD1_HUMAN	HECTD1	E3 ubiquitin-protein ligase HECTD1	785321	923400	557718	629551	673457	427929	389695	378132	951806	883763	901135	909149
Q9ULV0	Q9ULV0;Q9ULV0-2;Q9ULV0-3	MYO5B_HUMAN	MYO5B	Unconventional myosin-Vb	1.59E+06	1.41E+06	1.37E+06				1.33E+06	1.30E+06	1.30E+06			2.57E+06
Q9ULV0-2	Q9ULV0-2	MYO5B_HUMAN	MYO5B	Isoform 2 of Unconventional myosin-Vb	738276	674707	551746				465046	499394	460031			
Q9ULV4;Q9ULV4-2;Q9ULV4-3	Q9ULV4;Q9ULV4-2;Q9ULV4-3	COR1C_HUMAN	CORO1C	Coronin-1C	4.58E+07	4.67E+07	4.48E+07	491679	515827	526192	3.23E+07	3.31E+07	3.40E+07	843958	722948	752169
Q9ULX3	Q9ULX3	NOB1_HUMAN	NOB1	RNA-binding protein NOB1	1.12E+06	942013	1.25E+06	564610	902729	736738	1.59E+06	1.34E+06	1.65E+06	938785	1.06E+06	1.08E+06
Q9ULX6	Q9ULX6	AKP8L_HUMAN	AKAP8L	A-kinase anchor protein 8-like	1.62E+06	1.51E+06	1.70E+06	1.23E+06	1.26E+06	1.28E+06	1.59E+06	1.65E+06	1.54E+06	1.11E+06	1.12E+06	960305
Q9UM00;Q9UM00-2	Q9UM00;Q9UM00-2	TMCO1_HUMAN	TMCO1	Calcium load-activated calcium channel	329372	377329	359258	990077	936578	946892	1.16E+06	1.02E+06	923156	1.35E+06	1.18E+06	1.21E+06
Q9UM54-6	Q9UM54;Q9UM54-1;Q9UM54-2;Q9UM54-4;Q9UM54-5;Q9UM54-6	MYO6_HUMAN	MYO6	Isoform 6 of Unconventional myosin-VI	1.22E+07	1.19E+07	1.20E+07	305052	405316	301103	1.06E+07	1.09E+07	1.12E+07	367395	344923	379831
Q9UM82	Q9UM82	SPAT2_HUMAN	SPATA2	Spermatogenesis-associated protein 2							583654	631725	606028	141701	95497.7	126128
Q9UMS4	Q9UMS4	PRP19_HUMAN	PRPF19	Pre-mRNA-processing factor 19	2.93E+06	2.78E+06	2.52E+06	3.55E+06	3.34E+06	3.80E+06	2.73E+06	2.59E+06	2.53E+06	3.50E+06	3.61E+06	3.50E+06
Q9UMX1	Q9UMX1	SUFU_HUMAN	SUFU	Suppressor of fused homolog		75317.1					595683	355186	528601	271851	96614.6	
Q9UMY1	Q9UMY1;Q9UMY1-2	NOL7_HUMAN	NOL7	Nucleolar protein 7			171754	154786	144744	208400	219283		110870	219159	178282	362819
Q9UN37	Q9UN37	VPS4A_HUMAN	VPS4A	Vacuolar protein sorting-associated protein 4A	1.21E+06	1.16E+06	955887	1.19E+06	1.32E+06	1.22E+06	1.81E+06	1.83E+06	1.88E+06	1.47E+06	1.43E+06	1.44E+06
Q9UN86;Q9UN86-2	Q9UN86;Q9UN86-2	G3BP2_HUMAN	G3BP2	Ras GTPase-activating protein-binding protein 2	1.46E+06	1.44E+06	1.44E+06	1.52E+06	1.46E+06	1.33E+06	828061	847198	730325	1.25E+06	1.40E+06	1.42E+06
Q9UNE7	Q9UNE7;Q9UNE7-2	CHIP_HUMAN	STUB1	E3 ubiquitin-protein ligase CHIP	1.60E+06	1.45E+06	1.68E+06	2.64E+06	2.68E+06	2.49E+06	2.41E+06	2.54E+06	2.45E+06	2.43E+06	2.33E+06	2.25E+06
Q9UNF0;Q9UNF0-2	Q9UNF0;Q9UNF0-2	PACN2_HUMAN	PACSIN2	Protein kinase C and casein kinase substrate in neurons protein 2	703565	828230	670047				893395	607376	591112			
Q9UNF1	Q9UNF1;Q9UNF1-2	MAGD2_HUMAN	MAGED2	Melanoma-associated antigen D2	5.64E+06	6.17E+06	5.44E+06	5.13E+06	5.13E+06	5.07E+06	2.60E+06	2.52E+06	2.60E+06	2.67E+06	2.74E+06	2.73E+06
Q9UNH7;Q9UNH7-2	Q9UNH7;Q9UNH7-2	SNX6_HUMAN	SNX6	Sorting nexin-6	91103.5	88861.8		96013.7							106974	
Q9UNL2;Q9UNL2-2	Q9UNL2;Q9UNL2-2	SSRG_HUMAN	SSR3	Translocon-associated protein subunit gamma	1.33E+06	1.18E+06	1.36E+06	1.77E+06	1.82E+06	1.84E+06	1.62E+06	1.66E+06	1.60E+06	1.96E+06	1.70E+06	1.70E+06
Q9UNM6	Q9UNM6;Q9UNM6-2	PSD13_HUMAN	PSMD13	26S proteasome non-ATPase regulatory subunit 13	861778	815037	703284	2.14E+06	1.84E+06	2.01E+06	759312	813720	725771	1.71E+06	1.57E+06	1.66E+06
Q9UNN5	Q9UNN5	FAF1_HUMAN	FAF1	FAS-associated factor 1	333341	357296	326602	699259	580490	476148	517140	559654	698147	730562	707543	690698
Q9UNN8	Q9UNN8	EPCR_HUMAN	PROCR	Endothelial protein C receptor	1.00E+06	883895	2.21E+06				1.27E+06	876353	1.10E+06			
Q9UNX3	Q9UNX3	RL26L_HUMAN	RPL26L1	60S ribosomal protein L26-like 1	294074	186536	277008	460293	439468	390730	246293	235203	260862	369399	401055	349332
Q9UNX4	Q9UNX4	WDR3_HUMAN	WDR3	WD repeat-containing protein 3				93147	260203	275500				333336	420387	251059
Q9UNY4	Q9UNY4	TTF2_HUMAN	TTF2	Transcription termination factor 2	136994			179280			118860	220171	189233	136595	220227	
Q9UPN3	Q9UPN3;Q9UPN3-2;Q9UPN3-3;Q9UPN3-4	MACF1_HUMAN	MACF1	"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5"	349603	353906	259165	154788	546655		311995	289544	275744	170988	261837	117277
Q9UPN6;Q9UPN6-2	Q9UPN6;Q9UPN6-2;O95104;O95104-2;O95104-3	SCAF8_HUMAN	SCAF8	Protein SCAF8	607865	476900	192014	277329	515791	271942	306274	318480	243368	204547	165995	
Q9UPN7	Q9UPN7	PP6R1_HUMAN	PPP6R1	Serine/threonine-protein phosphatase 6 regulatory subunit 1	509303	500663	501566	769856	909584	783785	872044	886720	839069	950304	1.11E+06	1.02E+06
Q9UPN9	Q9UPN9;Q9UPN9-2	TRI33_HUMAN	TRIM33	E3 ubiquitin-protein ligase TRIM33	1.44E+06	1.47E+06	1.37E+06	580835	730812	833898	956607	927404	1.10E+06	664326	625401	980883
